_id,updated,competitionId,homeId,awayId,homeConferenceId,awayConferenceId,gameId,isLiveStream,isNeutral,inDivision,gameDate,tournamentId,conferenceId,didHomeWin,isExhib,isExhibAgst,periodNumber,periodType,periodIdx,period,teamIdAgst,teamMarketAgst,teamId,teamMarket,playerId,fullName,actionNumber,minsIntoGame,secsIntoGame,clock,shotClock,actionDuration,actionType,subType,success,homePts,awayPts,homeScore,awayScore,side,anGs,paGs,xRaw,yRaw,x,y,hexX,hexY,shotDist,zonesGenius,zones6,zones13,zones17,dists7,awayLineupId,homeLineupId,prevActionType,assisterId
2177477-12,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,958915,Jordan Walker,12,1,54,09:06:00,22,12,2pt,layup,false,0,0,4,0,RIGHT,13,0,93,51,24.5,40.42,25.4625,39.9,1.421,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,assist,
2177477-16,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1608674,Jasmine Carson,16,2,62,08:58:00,25,6,3pt,jumpshot,false,0,0,4,0,LEFT,17,0,17,95,47.5,31.019999999999996,47.2875,31.5,24.928,outsideright,atb3,rw3,rw3,sht3,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,steal,
2177477-18,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1319767,Jordan Horston,18,2,84,08:36:00,11,18,2pt,jumpshot,true,0,2,4,2,RIGHT,19,0,83,21,39.5,31.019999999999996,40.0125,31.5,18.038,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,rebound,
2177477-19,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1892522,Flau'jae Johnson,19,2,101,08:19:00,17,17,2pt,layup,true,2,0,6,2,LEFT,20,0,6,49,24.5,41.36,24.25,42,0.634,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,2pt,
2177477-20,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1591083,Tess Darby,20,2,117,08:03:00,18,16,2pt,layup,false,0,0,6,2,RIGHT,22,0,91,46,27,38.539999999999992,26.675,37.8,3.782,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,2pt,
2177477-25,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1892522,Flau'jae Johnson,25,3,139,07:41:00,15,6,2pt,layup,false,0,0,6,2,LEFT,34,0,6,51,25.5,41.36,26.675,42,0.634,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,foulon,
2177477-30,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,958915,Jordan Walker,30,3,167,07:13:00,9,22,3pt,jumpshot,true,0,3,6,5,RIGHT,41,0,85,95,2.5,32.899999999999991,2.425,33.6,24.178,outsideleft,atb3,lw3,lw3,sht3,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,foulon,1331709
2177477-33,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1319767,Jordan Horston,33,4,214,06:26:00,14,17,2pt,jumpshot,false,0,0,6,5,RIGHT,46,0,92,37,31.5,39.47999999999999,30.3125,39.9,6.885,insideright,mid2,rb2,rb2,sht2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,turnover,
2177477-35,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,35,4,222,06:18:00,24,5,2pt,jumpshot,false,0,0,6,5,LEFT,48,0,14,49,24.5,33.84,24.25,33.6,7.926,inthepaint,paint2,paint2,flp2,sht2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,rebound,
2177477-37,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1591083,Tess Darby,37,4,233,06:07:00,22,7,2pt,jumpshot,false,0,0,6,5,RIGHT,50,0,79,35,32.5,27.259999999999991,32.7375,27.3,16.316,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-1331709-1701255,938523-1608674-1892522-957630-1603882,rebound,
2177477-41,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1603882,Angel Reese,41,5,245,05:55:00,19,10,2pt,layup,true,2,0,8,5,LEFT,67,0,12,55,27.5,35.72,27.8875,35.7,6.528,inthepaint,paint2,paint2,srp2,sht2,958915-1591083-1319767-1331709-1687479,938523-1608674-1892522-957630-1603882,foulon,938523
2177477-43,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1591083,Tess Darby,43,5,252,05:48:00,27,7,3pt,jumpshot,true,0,3,8,8,RIGHT,79,0,91,6,47,38.539999999999992,46.075,37.8,22.233,outsideright,c3,rc3,rc3,sht3,958915-1591083-1319767-1331709-1687479,938523-1608674-1892522-957630-1603882,assist,958915
2177477-45,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1892522,Flau'jae Johnson,45,5,266,05:34:00,20,14,2pt,jumpshot,false,0,0,8,8,LEFT,85,0,21,75,37.5,27.260000000000005,37.5875,27.3,19.137,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-1331709-1687479,938523-1608674-1892522-957630-1603882,assist,
2177477-48,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,957630,LaDazhia Williams,48,5,298,05:02:00,6,25,2pt,layup,true,2,0,10,8,LEFT,90,0,9,52,26,38.540000000000006,26.675,37.8,3.362,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-1331709-1687479,938523-1608674-1892522-957630-1603882,turnover,
2177477-49,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,49,6,325,04:35:00,7,27,2pt,jumpshot,false,0,0,10,8,RIGHT,91,0,92,37,31.5,39.47999999999999,30.3125,39.9,6.885,insideright,mid2,rb2,rb2,sht2,958915-1591083-1319767-1331709-1687479,938523-1608674-1892522-957630-1603882,2pt,
2177477-55,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,55,6,354,04:06:00,4,17,2pt,jumpshot,false,0,0,10,8,LEFT,103,0,15,65,32.5,32.900000000000006,31.525,33.6,11.601,insideright,mid2,re2,re2,med2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,timeout,
2177477-57,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,957630,LaDazhia Williams,57,6,358,04:02:00,20,0,2pt,layup,false,0,0,10,8,LEFT,105,0,6,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,rebound,
2177477-64,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,64,7,374,03:46:00,22,8,2pt,layup,true,2,0,12,8,LEFT,115,0,6,47,23.5,41.36,24.25,42,1.55,underbasket,atr2,atr2,atr2,atr2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,rebound,
2177477-65,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,65,7,392,03:28:00,16,18,2pt,jumpshot,false,0,0,12,8,RIGHT,116,0,83,31,34.5,31.019999999999996,35.1625,31.5,14.331,insideright,mid2,re2,re2,med2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,2pt,
2177477-67,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1687479,Jillian Hollingshead,67,7,397,03:23:00,20,1,2pt,layup,true,0,2,12,10,RIGHT,118,0,93,49,25.5,40.42,25.4625,39.9,1.421,underbasket,atr2,atr2,atr2,atr2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,rebound,
2177477-69,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1591083,Tess Darby,69,8,423,02:57:00,19,12,3pt,jumpshot,false,0,0,12,10,RIGHT,122,0,78,91,4.5,26.319999999999993,4.85,25.2,25.658,outsideleft,atb3,lw3,lw3,lng3,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,turnover,
2177477-71,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1314511,Jasmine Powell,71,8,438,02:42:00,8,13,2pt,jumpshot,false,0,0,12,10,RIGHT,124,0,91,37,31.5,38.539999999999992,31.525,37.8,7.249,insideright,mid2,rb2,rb2,sht2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,rebound,
2177477-73,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,73,8,442,02:38:00,20,0,2pt,layup,true,0,2,12,12,RIGHT,126,0,94,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1314511-1591083-1319767-1331709-1687479,938523-1583037-1892522-957630-1603882,rebound,
2177477-76,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,76,9,494,01:46:00,22,9,2pt,jumpshot,false,0,0,12,12,LEFT,152,0,19,72,36,29.14,36.375,29.4,16.734,insideright,mid2,re2,re2,lng2,1314511-1319767-1899400-1701250-1687479,938523-1583037-1892529-1892523-1603882,turnover,
2177477-78,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1701250,Sara Puckett,78,9,494,01:46:00,29,0,2pt,layup,false,0,0,12,12,RIGHT,154,0,93,45,27.5,40.42,27.8875,39.9,2.832,underbasket,atr2,atr2,atr2,atr2,1314511-1319767-1899400-1701250-1687479,938523-1583037-1892529-1892523-1603882,rebound,
2177477-80,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,80,9,494,01:46:00,29,0,2pt,jumpshot,true,2,0,14,12,LEFT,156,0,19,49,24.5,29.14,24.25,29.4,12.62,inthepaint,paint2,paint2,flp2,med2,1314511-1319767-1899400-1701250-1687479,938523-1583037-1892529-1892523-1603882,rebound,
2177477-81,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105040,LSU,105580,Tennessee,1314511,Jasmine Powell,81,9,494,01:46:00,30,0,3pt,jumpshot,false,0,0,14,12,RIGHT,157,0,71,21,39.5,19.739999999999995,40.0125,18.9,26.357,outsideright,atb3,rw3,rw3,lng3,1314511-1319767-1899400-1701250-1687479,938523-1583037-1892529-1892523-1603882,2pt,
2177477-83,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,1603882,Angel Reese,83,9,494,01:46:00,29,0,2pt,jumpshot,false,0,0,14,12,LEFT,159,0,19,76,38,29.14,38.8,29.4,18.111,insideright,mid2,re2,re2,lng2,1314511-1319767-1899400-1701250-1687479,938523-1583037-1892529-1892523-1603882,rebound,
2177477-86,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,1,REGULAR,1,q1,105580,Tennessee,105040,LSU,938523,Alexis Morris,86,10,575.8,00:24:20,8,22.8,3pt,jumpshot,false,0,0,14,12,LEFT,235,0,27,81,40.5,21.620000000000005,41.225,21,25.406,outsideright,atb3,rw3,rw3,lng3,1314511-1899400-1331709-1701250-1687479,938523-1583037-1892529-1892523-1603882,turnover,
2177477-97,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,97,11,618,09:42:00,13,18,3pt,jumpshot,false,0,0,15,12,RIGHT,273,0,67,55,22.5,15.979999999999997,21.825,16.8,25.891,outsidecenter,atb3,tok3,tok3,lng3,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,period,
2177477-99,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,99,11,624,09:36:00,19,2,2pt,layup,false,0,0,15,12,RIGHT,275,0,92,46,27,39.47999999999999,27.8875,39.9,3.025,underbasket,atr2,atr2,atr2,atr2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-101,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,101,11,629,09:31:00,19,2,2pt,layup,false,0,0,15,12,RIGHT,277,0,87,49,25.5,34.78,25.4625,35.7,6.988,inthepaint,paint2,paint2,frp2,sht2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-103,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,957630,LaDazhia Williams,103,11,646,09:14:00,14,15,2pt,jumpshot,false,0,0,15,12,LEFT,279,0,13,50,25,34.78,25.4625,35.7,6.97,inthepaint,paint2,paint2,flp2,sht2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-105,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,957855,Jasmine Franklin,105,11,657,09:03:00,21,8,2pt,layup,false,0,0,15,12,RIGHT,281,0,87,53,23.5,34.78,23.0375,35.7,7.13,inthepaint,paint2,paint2,flp2,sht2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-108,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,108,12,664,08:56:00,18,3,3pt,jumpshot,false,0,0,15,12,RIGHT,284,0,74,18,41,22.560000000000002,40.0125,23.1,24.985,outsideright,atb3,rw3,rw3,sht3,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-110,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1899400,Justine Pissott,110,12,669,08:51:00,20,1,2pt,layup,false,0,0,15,12,RIGHT,286,0,92,53,23.5,39.47999999999999,23.0375,39.9,2.721,underbasket,atr2,atr2,atr2,atr2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-112,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,938523,Alexis Morris,112,12,676,08:44:00,25,4,2pt,jumpshot,true,2,0,17,12,LEFT,288,0,21,45,22.5,27.260000000000005,23.0375,27.3,14.704,inthepaint,mid2,le2,le2,med2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-113,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,113,12,692,08:28:00,18,16,2pt,layup,true,0,2,17,14,RIGHT,289,0,94,54,23,41.36,21.825,42,2.038,underbasket,atr2,atr2,atr2,atr2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,2pt,
2177477-114,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,1608674,Jasmine Carson,114,12,709,08:11:00,17,17,3pt,jumpshot,false,0,0,17,14,LEFT,290,0,21,10,5,27.260000000000005,6.0625,27.3,24.697,outsideleft,atb3,lw3,lw3,sht3,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,2pt,
2177477-116,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,116,12,720,08:00:00,21,8,2pt,jumpshot,false,0,0,17,14,RIGHT,292,0,93,87,6.5,40.42,6.0625,39.9,18.548,insideleft,mid2,lb2,lb2,lng2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-118,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1899400,Justine Pissott,118,13,736,07:44:00,11,10,3pt,jumpshot,false,0,0,17,14,RIGHT,294,0,82,6,47,30.08,46.075,29.4,24.904,outsideright,atb3,rw3,rw3,sht3,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-120,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,120,13,743,07:37:00,20,1,2pt,jumpshot,true,0,2,17,16,RIGHT,297,0,89,28,36,36.66,36.375,37.8,12.121,insideright,mid2,rb2,rb2,med2,958915-1319767-1899400-957855-1331709,938523-1608674-1892522-957630-1603882,rebound,
2177477-122,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,1892522,Flau'jae Johnson,122,13,754,07:26:00,23,11,3pt,jumpshot,false,0,0,17,16,LEFT,304,0,5,6,3,42.3,2.425,42,22.007,outsideleftwing,c3,lc3,lc3,sht3,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-957630-1603882,timeout,
2177477-124,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,124,13,774,07:06:00,12,17,2pt,jumpshot,true,0,2,17,18,RIGHT,306,0,86,73,13.5,33.839999999999989,14.55,33.6,13.958,insideleft,mid2,lb2,lb2,med2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-957630-1603882,rebound,
2177477-125,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,938523,Alexis Morris,125,14,797,06:43:00,11,23,2pt,jumpshot,true,2,0,19,18,LEFT,307,0,22,31,15.5,26.319999999999993,15.7625,27.3,18.12,insideleft,mid2,le2,le2,lng2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-957630-1603882,2pt,
2177477-126,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,957855,Jasmine Franklin,126,14,807,06:33:00,24,10,2pt,layup,false,0,0,19,18,RIGHT,308,0,93,53,23.5,40.42,23.0375,39.9,2.005,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-957630-1603882,2pt,
2177477-128,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,938523,Alexis Morris,128,14,820,06:20:00,20,9,2pt,jumpshot,false,0,0,19,18,LEFT,314,0,20,70,35,28.200000000000003,35.1625,27.3,16.841,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,rebound,
2177477-133,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,958915,Jordan Walker,133,15,845,05:55:00,27,4,2pt,layup,true,0,2,19,20,RIGHT,321,0,93,54,23,40.42,23.0375,39.9,2.402,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,steal,
2177477-134,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,938523,Alexis Morris,134,15,861,05:39:00,18,16,2pt,jumpshot,true,2,0,21,20,LEFT,322,0,17,72,36,31.019999999999996,35.1625,31.5,15.367,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,2pt,
2177477-135,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1331709,Rickea Jackson,135,15,881,05:19:00,14,20,2pt,jumpshot,false,0,0,21,20,RIGHT,323,0,75,67,16.5,23.5,15.7625,23.1,20.132,insideleft,mid2,le2,le2,lng2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,2pt,
2177477-137,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,137,15,888,05:12:00,17,4,2pt,jumpshot,false,0,0,21,20,RIGHT,325,0,83,20,40,31.019999999999996,40.0125,31.5,18.443,insideright,mid2,re2,re2,lng2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,rebound,
2177477-139,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,1319767,Jordan Horston,139,15,900,05:00:00,13,8,2pt,layup,false,0,0,21,20,RIGHT,327,0,88,50,25,35.72,25.4625,35.7,6.03,inthepaint,paint2,paint2,slp2,sht2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,rebound,
2177477-141,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,1892523,Sa'Myah Smith,141,16,911,04:49:00,21,8,2pt,layup,true,2,0,23,20,LEFT,329,0,8,51,25.5,39.480000000000004,25.4625,39.9,2.324,underbasket,atr2,atr2,atr2,atr2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,rebound,938523
2177477-143,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,958915,Jordan Walker,143,16,922,04:38:00,23,11,3pt,jumpshot,true,0,3,23,23,RIGHT,331,0,73,25,37.5,21.61999999999999,36.375,21,23.695,outsideright,atb3,rw3,rw3,sht3,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,assist,
2177477-144,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,1892523,Sa'Myah Smith,144,16,945,04:15:00,11,23,2pt,layup,true,2,0,25,23,LEFT,333,0,13,55,27.5,34.78,27.8875,35.7,7.405,inthepaint,paint2,paint2,frp2,sht2,958915-1591083-1319767-957855-1331709,938523-1583037-1892522-1892523-957630,3pt,1583037
2177477-149,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105040,LSU,105580,Tennessee,958915,Jordan Walker,149,17,966,03:54:00,11,20,2pt,layup,false,0,0,26,23,RIGHT,347,0,90,57,21.5,37.599999999999994,21.825,37.8,5.429,inthepaint,paint2,paint2,slp2,sht2,1314511-958915-1591083-957855-1331709,938523-1608674-1892529-957630-1603882,freethrow,
2177477-151,2023-01-31 02:05:51 UTC,33535,105040,105580,89,89,2177477,true,false,true,2023-01-30,0,89,true,false,false,2,REGULAR,2,q2,105580,Tennessee,105040,LSU,938523,Alexis Morris,151,17,987,03:33:00,11,18,2pt,layup,true,2,0,28,23,LEFT,350,0,6,46,23,41.36,21.825,42,2.038,underbasket,atr2,atr2,atr2,atr2,1314511-958915-1591083-957855-1331709,938523-1608674-1892529-957630-1603882,rebound,
