_id,updated,competitionId,homeId,awayId,homeConferenceId,awayConferenceId,gameId,isLiveStream,isNeutral,inDivision,gameDate,tournamentId,conferenceId,didHomeWin,isExhib,isExhibAgst,periodNumber,periodType,periodIdx,period,teamIdAgst,teamMarketAgst,teamId,teamMarket,playerId,fullName,actionNumber,minsIntoGame,secsIntoGame,clock,shotClock,actionDuration,actionType,subType,success,homePts,awayPts,homeScore,awayScore,side,anGs,paGs,xRaw,yRaw,x,y,hexX,hexY,shotDist,zonesGenius,zones6,zones13,zones17,dists7,awayLineupId,homeLineupId,prevActionType,assisterId
2171580-8,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,8,1,31,09:29:00,4,20,2pt,layup,false,0,0,0,0,LEFT,13,0,7,56,28,40.42,27.8875,39.9,3.282,underbasket,atr2,atr2,atr2,atr2,1320951-958626-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,foulon,
2171580-10,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,958626,Gina Conti,10,1,38,09:22:00,17,4,3pt,jumpshot,false,0,0,0,0,LEFT,15,0,30,29,14.5,18.799999999999997,13.3375,18.9,25.238,outsideleft,atb3,lw3,lw3,lng3,1320951-958626-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,rebound,
2171580-12,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,12,1,57,09:03:00,14,15,2pt,drivinglayup,true,2,0,2,0,RIGHT,17,0,95,55,22.5,42.3,21.825,42,2.56,underbasket,atr2,atr2,atr2,atr2,1320951-958626-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,rebound,958190
2171580-14,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,14,2,64,08:56:00,27,7,3pt,jumpshot,false,0,0,2,0,LEFT,19,0,16,6,3,31.960000000000008,3.6375,31.5,24.08,outsideleft,atb3,lw3,lw3,sht3,1320951-958626-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,assist,
2171580-17,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,17,3,124,07:56:00,3,28,3pt,jumpshot,false,0,0,2,0,LEFT,26,0,36,29,14.5,13.160000000000004,14.55,12.6,30.457,outsidecenter,heave3,heave3,heave3,heave3,1928813-1320951-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,turnover,
2171580-19,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,958190,Destiny Littleton,19,3,131,07:49:00,25,4,2pt,drivinglayup,false,0,0,2,0,RIGHT,29,0,89,56,22,36.66,21.825,37.8,5.908,inthepaint,paint2,paint2,slp2,sht2,1928813-1320951-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,rebound,
2171580-22,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,22,3,149,07:31:00,3,18,2pt,jumpshot,false,0,0,2,0,RIGHT,33,0,83,26,37,31.019999999999996,37.5875,31.5,16.098,insideright,mid2,re2,re2,lng2,1928813-1320951-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,rebound,
2171580-24,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1612047,Emily Bessoir,24,3,171,07:09:00,10,19,3pt,jumpshot,false,0,0,2,0,LEFT,35,0,13,96,48,34.78,47.2875,35.7,24.033,outsideright,c3,rc3,rc3,sht3,1928813-1320951-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,rebound,
2171580-28,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,958190,Destiny Littleton,28,4,181,06:59:00,25,6,3pt,jumpshot,true,3,0,5,0,RIGHT,39,0,71,20,40,19.739999999999995,40.0125,18.9,26.635,outsideright,atb3,rw3,rw3,lng3,1928813-1320951-1320952-1928812-1612047,1309478-958190-1599990-1001636-1688710,steal,1599990
2171580-30,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928812,Kiki Rice,30,4,207,06:33:00,8,26,2pt,jumpshot,false,0,0,5,0,LEFT,45,0,7,37,18.5,40.42,18.1875,39.9,6.635,insideleft,mid2,lb2,lb2,sht2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,assist,
2171580-32,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928822,Christeen Iwuala,32,4,212,06:28:00,20,0,2pt,layup,true,0,2,5,2,LEFT,47,0,6,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,rebound,
2171580-33,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,33,4,221,06:19:00,25,9,2pt,turnaroundjumpshot,false,0,0,5,2,RIGHT,48,0,85,28,36,32.899999999999991,36.375,33.6,14.118,insideright,mid2,re2,re2,med2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,2pt,
2171580-35,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928812,Kiki Rice,35,5,242,05:58:00,14,15,2pt,turnaroundjumpshot,true,0,2,5,4,LEFT,50,0,15,57,28.5,32.900000000000006,29.1,33.6,9.517,inthepaint,paint2,paint2,frp2,sht2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,rebound,
2171580-36,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1599990,Okako Adika,36,5,268,05:32:00,8,26,2pt,hookshot,false,0,0,5,4,RIGHT,51,0,82,43,28.5,30.08,29.1,29.4,12.184,inthepaint,paint2,paint2,frp2,med2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,2pt,
2171580-38,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,38,5,280,05:20:00,20,9,2pt,pullupjumpshot,false,0,0,5,4,LEFT,53,0,24,63,31.5,24.439999999999998,31.525,25.2,18.49,insidecenter,mid2,re2,re2,lng2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,rebound,
2171580-40,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928812,Kiki Rice,40,6,302,04:58:00,3,18,2pt,drivinglayup,false,0,0,5,4,LEFT,55,0,7,55,27.5,40.42,27.8875,39.9,2.832,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1320952-1928812-1928822,1309478-958190-1599990-1001636-1688710,rebound,
2171580-45,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1321328,Alyson Miura,45,6,318,04:42:00,14,15,3pt,jumpshot,false,0,0,5,4,RIGHT,72,0,93,4,48,40.42,47.2875,39.9,23.038,outsiderightwing,c3,rc3,rc3,sht3,1928813-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,timeout,
2171580-47,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,47,6,324,04:36:00,20,0,2pt,layup,true,2,0,7,4,RIGHT,74,0,94,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1928813-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,rebound,
2171580-50,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1612047,Emily Bessoir,50,6,340,04:20:00,18,3,2pt,jumpshot,false,0,0,7,4,LEFT,81,0,8,14,7,39.480000000000004,6.0625,39.9,18.143,insideleft,mid2,lb2,lb2,lng2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,foulon,
2171580-52,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1688711,Clarice Akunwafo,52,6,352,04:08:00,19,10,2pt,layup,false,0,0,7,4,RIGHT,83,0,90,54,23,37.599999999999994,21.825,37.8,4.607,inthepaint,paint2,paint2,slp2,sht2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,rebound,
2171580-55,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928823,Gabriela Jaquez,55,7,380,03:40:00,4,25,2pt,stepbackjumpshot,true,0,2,7,6,LEFT,86,0,15,70,35,32.900000000000006,33.95,33.6,13.354,insideright,mid2,re2,re2,med2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,rebound,958626
2171580-57,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,57,7,400,03:20:00,14,20,2pt,drivinglayup,true,2,0,9,6,RIGHT,88,0,90,42,29,37.599999999999994,29.1,37.8,5.764,inthepaint,paint2,paint2,srp2,sht2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,assist,958190
2171580-59,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928822,Christeen Iwuala,59,8,421,02:59:00,13,21,2pt,layup,false,0,0,9,6,LEFT,90,0,11,46,23,36.66,23.0375,35.7,5.469,inthepaint,paint2,paint2,slp2,sht2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,assist,
2171580-61,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1612047,Emily Bessoir,61,8,424,02:56:00,20,0,2pt,layup,true,0,2,9,8,LEFT,92,0,6,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1320951-958626-1928823-1928822-1612047,1321328-958190-1599990-1001636-1688711,rebound,
2171580-66,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,66,8,446,02:34:00,22,4,2pt,jumpshot,true,0,2,9,10,LEFT,107,0,6,85,42.5,41.36,43.65,42,17.504,insideright,mid2,rb2,rb2,lng2,1320951-1928812-1928823-1928822-1320949,1309478-1321328-1712868-1001636-1688711,foulon,1928812
2171580-70,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,70,8,465,02:15:00,19,12,2pt,pullupjumpshot,true,0,2,9,12,LEFT,111,0,17,53,26.5,31.019999999999996,25.4625,31.5,10.834,inthepaint,paint2,paint2,frp2,med2,1320951-1928812-1928823-1928822-1320949,1309478-1321328-1712868-1001636-1688711,steal,
2171580-71,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,71,9,482,01:58:00,17,17,2pt,drivinglayup,false,0,0,9,12,RIGHT,112,0,92,54,23,39.47999999999999,23.0375,39.9,3.025,underbasket,atr2,atr2,atr2,atr2,1320951-1928812-1928823-1928822-1320949,1309478-1321328-1712868-1001636-1688711,2pt,
2171580-73,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1928812,Kiki Rice,73,9,495,01:45:00,18,11,2pt,stepbackjumpshot,true,0,2,9,14,LEFT,114,0,19,30,15,29.14,14.55,29.4,16.094,insideleft,mid2,le2,le2,lng2,1320951-1928812-1928823-1928822-1320949,1309478-1321328-1712868-1001636-1688711,rebound,1320951
2171580-75,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,75,9,520,01:20:00,9,25,2pt,drivinglayup,true,2,0,11,14,RIGHT,116,0,93,46,27,40.42,27.8875,39.9,2.402,underbasket,atr2,atr2,atr2,atr2,1320951-1928812-1928823-1928822-1320949,1309478-1321328-1712868-1001636-1688711,assist,
2171580-76,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,76,10,552.4,00:47:60,2,32.4,2pt,drivinglayup,true,0,2,11,16,LEFT,127,0,7,53,26.5,40.42,25.4625,39.9,2.005,underbasket,atr2,atr2,atr2,atr2,1320951-1320952-1928812-1928823-1320949,1309478-958190-1712868-1001636-1688710,2pt,
2171580-77,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,958190,Destiny Littleton,77,10,559.4,00:40:60,27,7,3pt,stepbackjumpshot,true,3,0,14,16,RIGHT,128,0,68,25,37.5,16.919999999999995,36.375,16.8,27.799,outsideright,atb3,rw3,rw3,lng3,1320951-1320952-1928812-1928823-1320949,1309478-958190-1712868-1001636-1688710,2pt,
2171580-81,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,1,REGULAR,1,q1,105632,UCLA,105502,Southern California,1309478,Kayla Williams,81,10,599,00:01:00,1,16.8,2pt,jumpshot,false,0,0,14,16,RIGHT,138,0,88,26,37,35.72,37.5875,35.7,13.43,insideright,mid2,rb2,rb2,med2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,foulon,
2171580-85,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,85,11,619,09:41:00,12,19,2pt,hookshot,true,2,0,16,16,RIGHT,144,0,85,54,23,32.899999999999991,21.825,33.6,9.073,inthepaint,paint2,paint2,flp2,sht2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,period,1712868
2171580-87,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1320952,Camryn Brown,87,11,640,09:20:00,13,21,2pt,hookshot,false,0,0,16,16,LEFT,146,0,15,49,24.5,32.900000000000006,24.25,33.6,8.864,inthepaint,paint2,paint2,flp2,sht2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,assist,
2171580-89,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,958190,Destiny Littleton,89,12,672,08:48:00,0,29,3pt,jumpshot,false,0,0,16,16,RIGHT,148,0,71,19,40.5,19.739999999999995,40.0125,18.9,26.92,outsideright,atb3,rw3,rw3,lng3,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,rebound,
2171580-93,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,93,12,681,08:39:00,12,9,2pt,drivinglayup,false,0,0,16,16,RIGHT,155,0,92,46,27,39.47999999999999,27.8875,39.9,3.025,underbasket,atr2,atr2,atr2,atr2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,foulon,
2171580-96,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,958190,Destiny Littleton,96,12,690,08:30:00,12,9,2pt,hookshot,false,0,0,16,16,RIGHT,159,0,86,45,27.5,33.839999999999989,26.675,33.6,8.296,inthepaint,paint2,paint2,frp2,sht2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,rebound,
2171580-98,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928823,Gabriela Jaquez,98,12,703,08:17:00,18,11,3pt,jumpshot,false,0,0,16,16,LEFT,161,0,30,64,32,18.799999999999997,32.7375,18.9,23.994,outsidecenter,atb3,tok3,tok3,sht3,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,rebound,
2171580-100,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1309478,Kayla Williams,100,12,715,08:05:00,22,7,2pt,drivinglayup,false,0,0,16,16,RIGHT,163,0,92,56,22,39.47999999999999,23.0375,39.9,3.762,underbasket,atr2,atr2,atr2,atr2,1320951-1320952-1928812-1928823-1928817,1309478-958190-1712868-1001636-1688710,rebound,
2171580-106,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,106,13,725,07:55:00,24,7,2pt,hookshot,false,0,0,16,16,RIGHT,174,0,85,43,28.5,32.899999999999991,29.1,33.6,9.517,inthepaint,paint2,paint2,frp2,sht2,1320951-1320952-1928812-1928823-1612047,1309478-958190-1712868-1001636-1688710,foulon,
2171580-108,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928812,Kiki Rice,108,13,738,07:42:00,16,13,2pt,pullupjumpshot,false,0,0,16,16,LEFT,177,0,7,79,39.5,40.42,40.0125,39.9,14.561,insideright,mid2,rb2,rb2,med2,1320951-1320952-1928812-1928823-1612047,1309478-958190-1712868-1001636-1688710,rebound,
2171580-110,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928812,Kiki Rice,110,13,743,07:37:00,20,0,2pt,layup,true,0,2,16,18,LEFT,179,0,6,50,25,41.36,24.25,42,0.39,underbasket,atr2,atr2,atr2,atr2,1320951-1320952-1928812-1928823-1612047,1309478-958190-1712868-1001636-1688710,rebound,
2171580-111,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1712868,Taylor Bigby,111,13,764,07:16:00,13,21,2pt,hookshot,false,0,0,16,18,RIGHT,180,0,91,64,18,38.539999999999992,16.975,37.8,7.701,insideleft,mid2,lb2,lb2,sht2,1320951-1320952-1928812-1928823-1612047,1309478-958190-1712868-1001636-1688710,2pt,
2171580-113,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,113,13,768,07:12:00,20,0,2pt,jumpshot,true,2,0,18,18,RIGHT,183,0,80,50,25,28.199999999999989,25.4625,27.3,13.55,inthepaint,paint2,paint2,flp2,med2,1320951-1320952-1928812-1928823-1612047,1309478-958190-1712868-1001636-1688710,rebound,1712868
2171580-118,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1320952,Camryn Brown,118,14,792,06:48:00,7,24,2pt,hookshot,false,0,0,19,18,LEFT,193,0,8,70,35,39.480000000000004,35.1625,39.9,10.254,insideright,mid2,rb2,rb2,med2,1320951-958626-1320952-1928812-1928822,1309478-958190-1712868-1001636-1688710,freethrow,
2171580-124,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928817,Lina Sontag,124,14,831,06:09:00,9,22,3pt,jumpshot,false,0,0,20,18,LEFT,204,0,29,27,13.5,19.740000000000009,13.3375,18.9,24.833,outsideleft,atb3,lw3,lw3,sht3,1320951-958626-1928812-1928822-1928817,1309478-958190-1712868-1001636-1688710,freethrow,
2171580-128,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928817,Lina Sontag,128,14,836,06:04:00,18,3,2pt,layup,true,0,2,20,20,LEFT,210,0,10,48,24,37.599999999999994,24.25,37.8,4.269,underbasket,atr2,atr2,atr2,atr2,1320951-958626-1928812-1928822-1928817,1309478-958190-1712868-1001636-1688710,foulon,958626
2171580-130,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1688710,Rayah Marshall,130,15,852,05:48:00,18,16,2pt,jumpshot,false,0,0,20,20,RIGHT,212,0,74,50,25,22.560000000000002,25.4625,23.1,19.19,insidecenter,mid2,le2,le2,lng2,1320951-958626-1928812-1928822-1928817,1309478-958190-1712868-1001636-1688710,assist,
2171580-132,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928812,Kiki Rice,132,15,879,05:21:00,6,23,3pt,jumpshot,false,0,0,20,20,LEFT,218,0,33,46,23,15.980000000000004,23.0375,14.7,25.847,outsidecenter,atb3,tok3,tok3,lng3,1928813-1320951-1928812-1928822-1928817,1309478-958190-1712868-1001636-1688710,rebound,
2171580-138,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1712868,Taylor Bigby,138,15,896,05:04:00,16,15,3pt,jumpshot,false,0,0,20,21,RIGHT,230,0,91,95,2.5,38.539999999999992,2.425,37.8,22.728,outsideleft,c3,lc3,lc3,sht3,1928813-1320951-1928812-1928822-1928817,1321328-958190-1712868-1001636-1688710,freethrow,
2171580-153,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1320951,Charisma Osborne,153,16,917,04:43:00,12,9,2pt,drivinglayup,false,0,0,21,22,LEFT,253,0,11,59,29.5,36.66,29.1,37.8,6.794,inthepaint,paint2,paint2,srp2,sht2,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,rebound,
2171580-159,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928812,Kiki Rice,159,16,937,04:23:00,11,20,2pt,drivinglayup,true,0,2,22,24,LEFT,261,0,8,55,27.5,39.480000000000004,27.8875,39.9,3.377,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,freethrow,
2171580-160,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,958190,Destiny Littleton,160,17,964,03:56:00,7,27,3pt,jumpshot,false,0,0,22,24,RIGHT,262,0,69,74,13,17.86,13.3375,18.9,26.734,outsideleft,atb3,lw3,lw3,lng3,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,2pt,
2171580-162,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1612047,Emily Bessoir,162,17,974,03:46:00,22,7,2pt,layup,true,0,2,22,26,LEFT,264,0,7,55,27.5,40.42,27.8875,39.9,2.832,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,rebound,1928817
2171580-164,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105632,UCLA,105502,Southern California,1001636,Kadi Sissoko,164,17,996,03:24:00,12,22,2pt,layup,false,0,0,22,26,RIGHT,266,0,91,53,23.5,38.539999999999992,24.25,37.8,3.543,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,assist,
2171580-166,2022-12-16 05:03:04 UTC,33535,105502,105632,74,74,2171580,true,false,true,2022-12-15,0,74,false,false,false,2,REGULAR,2,q2,105502,Southern California,105632,UCLA,1928812,Kiki Rice,166,17,1003,03:17:00,24,5,2pt,drivinglayup,false,0,0,22,26,LEFT,268,0,7,46,23,40.42,23.0375,39.9,2.402,underbasket,atr2,atr2,atr2,atr2,1928813-1320951-1928812-1928817-1612047,1321328-958190-1353432-1001636-1688710,rebound,
