rowId,flowStint,gameId,stint,competitionId,updated,teamId,teamMarket,teamName,conferenceId,divisionId,isExhib,inDivision,lineupId,periodNumber,gameFlowPeriod,sStart,sEnd,cStart,cEnd,secs,ptsScored,ptsAgst,netPts,fgm,fga,fgm2,fga2,fgm3,fga3,ftm,fta,ast,stl,tov,drb,orb,fgmAgst,fgaAgst,fgm2Agst,fga2Agst,fgm3Agst,fga3Agst,ftaAgst,astAgst,tovAgst,stlAgst,drbAgst,orbAgst,cDiff,reb,rebAgst,fg2Pct,fg3Pct,ftPct,oPoss,dPoss,avgPoss,oppp,dppp,netppp,isQualified
2168345-105556-27,27,2168345,29,33535,2022-11-20 22:26:08.000000 UTC,105556,Stanford,Cardinal,74,1,false,true,1892469-1321481-1321480-1687908-1321482,1,5,2690.0,2690.1,00:10,00:09,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,,,,1.0,0.0,0.5,0.0,,,false
2168345-105556-28,28,2168345,30,33535,2022-11-20 22:26:08.000000 UTC,105556,Stanford,Cardinal,74,1,false,true,1892469-1892471-1600147-1321477-1687908,1,5,2690.1,2694.4,00:09,00:05,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:04,0,0,,,,0.0,0.0,0.0,,,,false
2168345-105556-29,29,2168345,31,33535,2022-11-20 22:26:08.000000 UTC,105556,Stanford,Cardinal,74,1,false,true,1892469-1321481-1321480-1687908-1321482,1,5,2694.4,2700.0,00:05,00:00,5.6,0,3,-3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,00:06,1,0,,,,1.0,2.4000000000000004,1.7,0.0,1.25,-1.25,false
2169577-105491-1,1,2169577,3,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1321392-957639-1321388,1,1,0.0,188.0,10:00,06:52,188.0,5,2,3,2,6,1,3,1,3,0,0,2,1,0,1,1,1,3,1,3,0,0,0,0,3,0,3,1,03:08,2,4,0.3333,0.3333,,4.93,4.93,4.93,1.0142,0.4057,0.6085,true
2169577-105491-2,2,2169577,4,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1321392-957639-1321388,1,1,188.0,202.0,06:52,06:38,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:14,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105491-3,3,2169577,5,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1689293-957639-1321388,1,1,202.0,379.0,06:38,03:41,177.0,4,6,-2,2,6,2,5,0,1,0,0,1,0,0,2,0,3,5,3,4,0,1,0,0,1,0,4,0,02:57,2,4,0.4,0.0,,6.0,6.0,6.0,0.6667,1.0,-0.3333,true
2169577-105491-4,4,2169577,6,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321392-957639-1321394-1615279,1,1,379.0,446.0,03:41,02:34,67.0,0,4,-4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,2,0,1,0,0,01:07,0,0,,,,2.0,2.0,2.0,0.0,2.0,-2.0,false
2169577-105491-5,5,2169577,7,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1321392-957639-1321394-1615279,1,1,446.0,462.0,02:34,02:18,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,00:16,1,1,,,,0.0,0.92999999999999994,0.465,,0.0,,false
2169577-105491-6,6,2169577,8,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1321392-1321394-1321388-1615279,1,1,462.0,600.0,02:18,00:00,138.0,4,4,0,2,5,2,2,0,3,0,0,1,0,0,0,2,2,3,2,3,0,0,0,1,0,0,1,1,02:18,2,2,1.0,0.0,,2.86,1.93,2.395,1.3986,2.0725,-0.6739,false
2169577-105491-7,7,2169577,8,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1321392-1321394-1321388-1615279,2,2,600.0,724.0,10:00,07:56,124.0,4,5,-1,2,6,2,4,0,2,0,0,0,1,0,1,2,1,3,0,2,1,1,2,0,1,0,2,1,02:04,3,3,0.5,0.0,,3.86,3.7299999999999995,3.795,1.0363,1.3405,-0.3042,true
2169577-105491-8,8,2169577,9,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,951661-1689293-1321392-1321388-1615279,2,2,724.0,737.0,07:56,07:43,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:13,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105491-9,9,2169577,10,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,951661-1689293-1321392-1689291-1615279,2,2,737.0,873.0,07:43,05:27,136.0,0,5,-5,0,2,0,2,0,0,0,2,0,0,1,1,1,2,3,1,2,1,1,0,0,0,0,2,0,02:16,2,2,0.0,,0.0,3.0866666666666664,3.0,3.0433,0.0,1.6667,-1.6667,true
2169577-105491-10,10,2169577,12,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,951661-1689293-1321392-957639-1913006,2,2,873.0,918.0,05:27,04:42,45.0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,1,0,00:45,3,1,0.0,,,0.79,2.0,1.395,0.0,0.0,0.0,false
2169577-105491-11,11,2169577,13,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1689293-957639-1913006,2,2,918.0,956.0,04:42,04:04,38.0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,00:38,2,1,0.0,,,0.92999999999999994,1.0,0.965,0.0,0.0,0.0,false
2169577-105491-12,12,2169577,14,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-957639-1913006-1321388,2,2,956.0,1133.0,04:04,01:07,177.0,6,5,1,3,4,3,4,0,0,0,3,2,1,1,2,1,1,7,0,4,1,3,2,1,1,0,1,4,02:57,3,5,0.75,,0.0,5.665,4.52,5.0925,1.0591,1.1062,-0.0471,true
2169577-105491-13,13,2169577,15,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1689293-1913006-1321388,2,2,1133.0,1185.2,01:07,00:14,52.2,2,0,2,1,1,1,1,0,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,00:52,2,0,1.0,,,1.0,2.0,1.5,2.0,0.0,2.0,false
2169577-105491-14,14,2169577,16,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321386-1321390-951661-1689293-1321388,2,2,1185.2,1200.0,00:14,00:00,14.8,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,00:15,1,0,0.0,,,-0.14000000000000012,0.0,-0.07,0.0,,,false
2169577-105491-15,15,2169577,17,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1321392-957639-1321388,3,3,1200.0,1367.0,10:00,07:13,167.0,6,7,-1,3,3,3,3,0,0,0,0,1,0,1,0,0,3,6,2,5,1,1,0,1,0,0,0,3,02:47,0,3,1.0,,,4.0,2.79,3.395,1.5,2.509,-1.009,true
2169577-105491-16,16,2169577,18,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1321392-1321388-1615279,3,3,1367.0,1638.0,07:13,02:42,271.0,8,6,2,3,9,3,7,0,2,2,2,1,0,2,7,3,2,9,2,8,0,1,3,1,0,1,3,1,04:31,10,4,0.4286,0.0,1.0,8.59,9.26375,8.9269,0.9313,0.6477,0.2836,true
2169577-105491-17,17,2169577,19,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1689293-957639-1321388-1615279,3,3,1638.0,1725.0,02:42,01:15,87.0,4,0,4,2,2,2,2,0,0,0,0,1,1,1,1,0,0,2,0,1,0,1,0,0,2,0,0,1,01:27,1,1,1.0,,,3.0,2.9299999999999997,2.965,1.3333,0.0,1.3333,true
2169577-105491-18,18,2169577,20,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689293-957639-1321394-1321388-1615279,3,3,1725.0,1800.0,01:15,00:00,75.0,2,3,-1,1,3,1,3,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,01:15,1,1,0.3333,,,1.93,2.0,1.965,1.0363,1.5,-0.4637,false
2169577-105491-19,19,2169577,21,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1321394-1321388-1615279,4,4,1800.0,1923.0,10:00,07:57,123.0,2,3,-1,1,4,1,2,0,2,0,0,0,0,1,2,1,0,3,0,2,0,1,4,0,1,1,2,2,02:03,3,4,0.5,0.0,,3.9299999999999997,3.9949999999999997,3.9625,0.5089,0.7509,-0.242,true
2169577-105491-20,20,2169577,22,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1321392-1321394-1321388-1615279,4,4,1923.0,2162.0,07:57,03:58,239.0,7,4,3,3,6,3,5,0,1,1,2,1,0,0,3,3,1,5,1,2,0,3,2,0,0,0,1,1,03:59,6,2,0.6,0.0,0.5,4.3925,4.7299999999999995,4.5612,1.5936,0.8457,0.748,true
2169577-105491-21,21,2169577,23,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1689293-1321394-1321388-1615279,4,4,2162.0,2171.0,03:58,03:49,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:09,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105491-22,22,2169577,24,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1321392-1321394-1321388-1615279,4,4,2171.0,2377.9,03:49,00:22,206.9,13,8,5,2,3,2,3,0,0,9,10,2,0,0,3,0,2,5,2,3,0,2,5,0,1,0,1,1,03:27,3,2,0.6667,,0.9,7.0,7.1975,7.0987,1.8571,1.1115,0.7456,true
2169577-105491-23,23,2169577,25,33535,2022-11-30 02:23:51.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-1689293-1321394-1321388-1615279,4,4,2377.9,2400.0,00:22,00:00,22.1,4,2,2,0,0,0,0,0,0,4,6,0,0,0,1,0,0,2,0,0,0,2,5,0,0,0,2,0,00:22,1,2,,,0.6667,2.4000000000000004,4.0,3.2,1.6667,0.5,1.1667,true
2169577-105632-1,1,2169577,3,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1612047,1,1,0.0,150.0,10:00,07:30,150.0,2,5,-3,1,2,1,2,0,0,0,0,0,0,3,1,1,2,4,1,2,1,2,0,2,0,1,0,1,02:30,2,1,0.5,,,3.9299999999999997,2.9299999999999997,3.43,0.5089,1.7065,-1.1976,true
2169577-105632-2,2,2169577,4,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-958626-1928812-1928817-1612047,1,1,150.0,213.0,07:30,06:27,63.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,0,0,0,1,0,01:03,2,1,0.0,,,2.0,2.0,2.0,0.0,0.0,0.0,false
2169577-105632-3,3,2169577,5,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-1928812-1928817-1612047,1,1,213.0,379.0,06:27,03:41,166.0,6,4,2,3,5,3,4,0,1,0,0,0,0,0,4,0,2,6,2,5,0,1,0,1,0,0,2,0,02:46,4,2,0.75,0.0,,5.0,6.0,5.5,1.2,0.6667,0.5333,true
2169577-105632-4,4,2169577,6,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1320952-1928823,1,1,379.0,462.0,03:41,02:18,83.0,4,0,4,2,4,2,3,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,01:23,1,1,0.6667,0.0,,2.9299999999999997,2.0,2.465,1.3652,0.0,1.3652,false
2169577-105632-5,5,2169577,7,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928812-1928817-1612047,1,1,462.0,600.0,02:18,00:00,138.0,4,4,0,2,3,2,3,0,0,0,0,1,0,0,1,1,2,5,2,2,0,3,0,1,0,0,0,2,02:18,2,2,0.6667,,,1.93,2.86,2.395,2.0725,1.3986,0.6739,false
2169577-105632-6,6,2169577,8,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928812-1320949-1612047,2,2,600.0,651.0,10:00,09:09,51.0,3,4,-1,1,1,0,0,1,1,0,0,0,0,1,0,0,2,3,2,3,0,0,0,0,0,1,0,1,00:51,0,1,,1.0,,2.0,1.93,1.965,1.5,2.0725,-0.5725,false
2169577-105632-7,7,2169577,9,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-1928812-1320949-1928817,2,2,651.0,724.0,09:09,07:56,73.0,2,0,2,0,2,0,2,0,0,2,2,0,0,0,2,1,0,3,0,1,0,2,0,0,0,0,1,1,01:13,3,2,0.0,,1.0,1.7299999999999998,1.93,1.83,1.1561,0.0,1.1561,false
2169577-105632-8,8,2169577,10,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-1928812-1928823-1928817,2,2,724.0,737.0,07:56,07:43,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:13,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105632-9,9,2169577,11,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-1320952-1928812-1928823-1612047,2,2,737.0,820.0,07:43,06:20,83.0,2,0,2,1,2,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,1,0,1,0,01:23,2,1,0.5,,,2.0,2.8,2.4,1.0,0.0,1.0,false
2169577-105632-10,10,2169577,12,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928823-1612047,2,2,820.0,873.0,06:20,05:27,53.0,3,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,00:53,0,1,,1.0,,1.0,-0.070000000000000062,0.465,3.0,0.0,3.0,false
2169577-105632-11,11,2169577,13,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928823-1320949-1612047,2,2,873.0,918.0,05:27,04:42,45.0,0,2,-2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,0,4,0,0,2,0,0,0,0,3,00:45,1,3,,0.0,,2.0,1.5899999999999999,1.795,0.0,1.2579,-1.2579,false
2169577-105632-12,12,2169577,14,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928812-1928823-1612047,2,2,918.0,1114.0,04:42,01:26,196.0,5,6,-1,1,6,0,4,1,2,2,2,1,0,1,2,3,3,6,3,6,0,0,3,2,0,1,2,2,03:16,5,4,0.0,0.5,1.0,4.59,5.5950000000000006,5.0925,1.0893,1.0724,0.0169,true
2169577-105632-13,13,2169577,15,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-1928812-1928823-1612047,2,2,1114.0,1200.0,01:26,00:00,86.0,0,2,-2,0,4,0,2,0,2,0,0,0,0,0,0,1,1,3,1,3,0,0,0,1,1,0,3,1,01:26,1,4,0.0,0.0,,2.9299999999999997,1.8599999999999999,2.395,0.0,1.0753,-1.0753,false
2169577-105632-14,14,2169577,16,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1612047,3,3,1200.0,1367.0,10:00,07:13,167.0,7,6,1,3,6,2,5,1,1,0,0,1,0,0,0,3,3,3,3,3,0,0,0,1,1,0,0,0,02:47,3,0,0.4,1.0,,2.79,4.0,3.395,2.509,1.5,1.009,true
2169577-105632-15,15,2169577,17,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928812-1928817-1612047,3,3,1367.0,1382.0,07:13,06:58,15.0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,00:15,0,2,,,0.5,0.8,-0.070000000000000062,0.365,1.25,0.0,1.25,false
2169577-105632-16,16,2169577,18,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,958626-1928812-1928823-1928817-1612047,3,3,1382.0,1439.0,06:58,06:01,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,2,0,1,0,0,0,0,1,2,00:57,1,3,0.0,,,1.0,0.85999999999999988,0.93,0.0,0.0,0.0,false
2169577-105632-17,17,2169577,19,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,958626-1320952-1928812-1928823-1612047,3,3,1439.0,1460.0,06:01,05:40,21.0,0,2,-2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,00:21,0,1,0.0,,,1.0,0.8,0.9,0.0,2.5,-2.5,false
2169577-105632-18,18,2169577,20,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-1320952-1928812-1928823-1612047,3,3,1460.0,1638.0,05:40,02:42,178.0,5,6,-1,2,7,2,6,0,1,1,1,1,1,0,2,1,3,5,3,4,0,1,0,1,2,0,4,0,02:58,3,4,0.3333,0.0,1.0,6.33,7.0,6.665,0.7899,0.8571,-0.0673,true
2169577-105632-19,19,2169577,21,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-1320952-1928812-1928823-1928817,3,3,1638.0,1663.0,02:42,02:17,25.0,0,2,-2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,00:25,0,1,0.0,,,1.0,1.0,1.0,0.0,2.0,-2.0,false
2169577-105632-20,20,2169577,22,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1928812-1928817,3,3,1663.0,1711.0,02:17,01:29,48.0,0,2,-2,0,1,0,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,1,0,0,00:48,1,0,,0.0,,1.93,1.0,1.465,0.0,2.0,-2.0,false
2169577-105632-21,21,2169577,23,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1612047,3,3,1711.0,1800.0,01:29,00:00,88.999999999999986,3,2,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,3,1,3,0,0,0,0,1,1,0,1,01:29,1,1,,1.0,,2.0,2.9299999999999997,2.465,1.5,0.6826,0.8174,false
2169577-105632-22,22,2169577,24,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-958626-1320952-1928812-1612047,4,4,1800.0,1826.0,10:00,09:34,26.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,00:26,1,0,0.0,,,0.92999999999999994,1.0,0.965,0.0,0.0,0.0,false
2169577-105632-23,23,2169577,25,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1612047,4,4,1826.0,1923.0,09:34,07:57,97.0,3,2,1,0,2,0,1,0,1,3,4,0,0,0,2,1,1,4,1,2,0,2,0,0,0,0,2,1,01:37,3,3,0.0,0.0,0.75,2.8866666666666667,2.9299999999999997,2.9083,1.0393,0.6826,0.3567,true
2169577-105632-24,24,2169577,26,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1928817,4,4,1923.0,1992.0,07:57,06:48,69.0,2,2,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,1,1,01:09,0,2,0.0,,1.0,1.8,0.92999999999999994,1.365,1.1111,2.1505,-1.0394,false
2169577-105632-25,25,2169577,27,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1612047,4,4,1992.0,2329.0,06:48,01:11,337.0,4,13,-9,2,8,2,3,0,5,0,0,0,0,1,2,2,3,6,3,5,0,1,8,1,0,0,4,2,05:37,4,6,0.6667,0.0,,6.8599999999999994,7.5949999999999989,7.2275,0.5831,1.7117,-1.1286,true
2169577-105632-26,26,2169577,28,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928812-1928823,4,4,2329.0,2335.0,01:11,01:05,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105632-27,27,2169577,29,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1928812-1928823-1612047,4,4,2335.0,2338.0,01:05,01:02,3.0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,00:03,0,0,,,,0.0,0.8,0.4,,1.25,,false
2169577-105632-28,28,2169577,30,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1320952-1928823,4,4,2338.0,2363.7,01:02,00:36,25.7,3,2,1,0,0,0,0,0,0,3,4,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,00:26,0,1,,,0.75,1.6,1.0,1.3,1.875,2.0,-0.125,false
2169577-105632-29,29,2169577,31,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1928823-1612047,4,4,2363.7,2377.5,00:36,00:22,13.8,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,00:14,0,0,1.0,,,1.0,0.8,0.9,2.0,2.5,-0.5,false
2169577-105632-30,30,2169577,33,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1928812-1928823,4,4,2377.5,2379.9,00:22,00:20,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:02,0,0,,,,0.0,0.0,0.0,,,,false
2169577-105632-31,31,2169577,34,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928823-1612047,4,4,2379.9,2381.5,00:20,00:18,1.6,0,2,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,00:02,0,0,,0.0,,1.0,0.8,0.9,0.0,2.5,-2.5,false
2169577-105632-32,32,2169577,35,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1320952-1928823,4,4,2381.5,2387.2,00:18,00:12,5.7,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:06,0,0,,,0.5,0.8,0.0,0.4,1.25,,,false
2169577-105632-33,33,2169577,36,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1320951-958626-1320952-1928823-1612047,4,4,2387.2,2392.1,00:12,00:07,4.9,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,00:05,1,0,,,,0.0,0.8,0.4,,1.25,,false
2169577-105632-34,34,2169577,37,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1320952-1928823,4,4,2392.1,2396.6,00:07,00:03,4.5,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,00:05,0,1,,,0.3333,1.2000000000000002,0.0,0.6,0.8333,,,false
2169577-105632-35,35,2169577,38,33535,2022-11-30 02:23:51.000000 UTC,105632,UCLA,Bruins,74,1,false,true,1928813-1320951-958626-1928823-1612047,4,4,2396.6,2400.0,00:03,00:00,3.3999999999999995,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,00:03,1,0,,0.0,,1.0,0.8,0.9,0.0,1.25,-1.25,false
2178468-105491-1,1,2178468,3,33535,2023-02-05 19:25:58.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1321390-951661-1321392-957639-1321388,1,1,0.0,263.0,10:00,05:37,263.0,4,10,-6,2,8,2,6,0,2,0,0,1,0,2,2,3,4,7,4,7,0,0,2,0,0,1,3,1,04:23,5,4,0.3333,0.0,,6.79,6.7299999999999995,6.76,0.5891,1.4859,-0.8968,true
2178468-105491-2,2,2178468,4,33535,2023-02-05 19:25:58.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1321392-957639-1321388,1,1,263.0,298.0,05:37,05:02,35.0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00:35,0,0,1.0,,,1.0,1.0,1.0,2.0,0.0,2.0,false
2178468-105491-3,3,2178468,5,33535,2023-02-05 19:25:58.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1321392-1321394-1321388,1,1,298.0,344.0,05:02,04:16,46.0,0,2,-2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,00:46,1,1,0.0,,,2.0,1.4,1.7,0.0,1.4286,-1.4286,false
2178468-105491-4,4,2178468,6,33535,2023-02-05 19:25:58.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1689293-1321394-1321388,1,1,344.0,484.0,04:16,01:56,140.0,7,6,1,2,4,2,4,0,0,3,4,1,0,0,1,2,2,3,1,2,1,1,2,2,1,0,0,0,02:20,3,0,0.5,,0.75,3.4599999999999995,4.8,4.13,2.0231,1.25,0.7731,true
2178468-105491-5,5,2178468,7,33535,2023-02-05 19:25:58.000000 UTC,105491,South Carolina,Gamecocks,89,1,false,true,1689294-1321390-1689293-1321394-1615279,1,1,484.0,553.2,01:56,00:46,69.2,1,2,-1,0,1,0,0,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,2,0,1,1,0,0,01:09,1,0,,0.0,0.5,2.73,1.8,2.265,0.3663,1.1111,-0.7448,false
